9568256,8498081,8721976,716800,0,1
16711680,15629928,15857632,724992,0,2
23658496,22532009,22763496,765952,0,3
29622272,28486434,28719080,774144,0,4
37879808,30772465,36960232,790528,0,5
37879808,36726890,36960232,790528,0,5
45219840,44005401,44238824,851968,0,6
52690944,51460490,51697640,864256,0,7
59637760,58393764,58632168,876544,0,8
69074944,67825209,68065256,880640,0,9
78446592,77164315,77408232,909312,0,10
88473600,79674692,87373800,970752,0,11
88473600,80227700,87373800,970752,0,11
88473600,78631700,87373800,970752,0,11
88473600,80227700,87373800,970752,0,11
88473600,78631700,87373800,970752,0,11
88473600,77164315,87373800,970752,0,11
88473600,87129781,87373800,970752,0,11
94699520,93322796,93566952,1003520,0,12
100532224,92201123,99350504,1052672,0,13
100532224,92169930,99350504,1052672,0,13
100532224,99103204,99350504,1052672,0,13
106168320,95297115,104978408,1060864,0,14
106168320,97826479,104978408,1060864,0,14
106168320,104728560,104978408,1060864,0,14
113704960,112243586,112494568,1081344,0,15
120717312,113292251,119498728,1089536,0,16
120717312,119246676,119498728,1089536,0,16
129433600,122178701,128215016,1089536,0,17
129433600,120504020,128215016,1089536,0,17
129433600,127959109,128215016,1089536,0,17
137953280,128960242,136734696,1089536,0,18
137953280,130849912,136734696,1089536,0,18
137953280,130282253,136734696,1089536,0,18
137953280,129541994,136734696,1089536,0,18
137953280,129343421,136734696,1089536,0,18
137953280,128234812,136734696,1089536,0,18
137953280,129573187,136734696,1089536,0,18
137953280,127977187,136734696,1089536,0,18
137953280,130694860,136734696,1089536,0,18
137953280,130520843,136734696,1089536,0,18
137953280,127136162,136734696,1089536,0,18
137953280,127043823,136734696,1089536,0,18
137953280,126509802,136734696,1089536,0,18
137953280,128234812,136734696,1089536,0,18
137953280,136475268,136734696,1089536,0,18
145817600,137401453,144566248,1122304,0,19
145817600,138678178,144566248,1122304,0,19
145817600,137025023,144566248,1122304,0,19
145817600,138523126,144566248,1122304,0,19
145817600,144303534,144566248,1122304,0,19
150929408,141134641,149641192,1159168,0,20
150929408,143749741,149641192,1159168,0,20
150929408,140877016,149641192,1159168,0,20
150929408,140662664,149641192,1159168,0,20
150929408,142372007,149641192,1159168,0,20
150929408,141860071,149641192,1159168,0,20
150929408,142096586,149641192,1159168,0,20
150929408,144303534,149641192,1159168,0,20
150929408,142243250,149641192,1159168,0,20
150929408,141860071,149641192,1159168,0,20
150929408,140858938,149641192,1159168,0,20
150929408,142372007,149641192,1159168,0,20
150929408,141860071,149641192,1159168,0,20
150929408,142473016,149641192,1159168,0,20
150929408,142441823,149641192,1159168,0,20
150929408,142372007,149641192,1159168,0,20
150929408,142243250,149641192,1159168,0,20
150929408,140035991,149641192,1159168,0,20
150929408,141134641,149641192,1159168,0,20
150929408,143749741,149641192,1159168,0,20
150929408,142096586,149641192,1159168,0,20
150929408,143594689,149641192,1159168,0,20
150929408,140877016,149641192,1159168,0,20
150929408,144303534,149641192,1159168,0,20
150929408,142372007,149641192,1159168,0,20
150929408,149375097,149641192,1159168,0,20
158138368,146609474,156841960,1167360,0,21
158138368,148334484,156841960,1167360,0,21
158138368,149375097,156841960,1167360,0,21
158138368,149443093,156841960,1167360,0,21
158138368,150620515,156841960,1167360,0,21
158138368,148058781,156841960,1167360,0,21
158138368,150794532,156841960,1167360,0,21
158138368,147143495,156841960,1167360,0,21
158138368,150794532,156841960,1167360,0,21
158138368,148334484,156841960,1167360,0,21
158138368,147143495,156841960,1167360,0,21
158138368,149571850,156841960,1167360,0,21
158138368,146609474,156841960,1167360,0,21
158138368,149641666,156841960,1167360,0,21
158138368,149375097,156841960,1167360,0,21
158138368,147235834,156841960,1167360,0,21
158138368,149119851,156841960,1167360,0,21
158138368,150620515,156841960,1167360,0,21
158138368,148058781,156841960,1167360,0,21
158138368,149119851,156841960,1167360,0,21
158138368,149641666,156841960,1167360,0,21
158138368,147862507,156841960,1167360,0,21
158138368,149296429,156841960,1167360,0,21
158138368,149375097,156841960,1167360,0,21
158138368,149059914,156841960,1167360,0,21
158138368,149672859,156841960,1167360,0,21
158138368,147862507,156841960,1167360,0,21
158138368,148334484,156841960,1167360,0,21
158138368,146609474,156841960,1167360,0,21
158138368,149672859,156841960,1167360,0,21
158138368,149059914,156841960,1167360,0,21
158138368,149375097,156841960,1167360,0,21
158138368,147143495,156841960,1167360,0,21
158138368,149443093,156841960,1167360,0,21
158138368,150794532,156841960,1167360,0,21
158138368,147862507,156841960,1167360,0,21
158138368,150620515,156841960,1167360,0,21
158138368,150381925,156841960,1167360,0,21
158138368,148746674,156841960,1167360,0,21
158138368,149571850,156841960,1167360,0,21
158138368,147235834,156841960,1167360,0,21
158138368,151503377,156841960,1167360,0,21
158138368,149571850,156841960,1167360,0,21
158138368,147862507,156841960,1167360,0,21
158138368,149375097,156841960,1167360,0,21
158138368,147862507,156841960,1167360,0,21
158138368,150949584,156841960,1167360,0,21
158138368,149672859,156841960,1167360,0,21
158138368,148076859,156841960,1167360,0,21
158138368,146609474,156841960,1167360,0,21
158138368,149119851,156841960,1167360,0,21
158138368,147862507,156841960,1167360,0,21
158138368,149672859,156841960,1167360,0,21
158138368,146609474,156841960,1167360,0,21
158138368,151503377,156841960,1167360,0,21
158138368,146609474,156841960,1167360,0,21
158138368,149443093,156841960,1167360,0,21
158138368,147235834,156841960,1167360,0,21
158138368,149059914,156841960,1167360,0,21
158138368,150794532,156841960,1167360,0,21
158138368,149296429,156841960,1167360,0,21
158138368,148746674,156841960,1167360,0,21
158138368,149571850,156841960,1167360,0,21
158138368,149672859,156841960,1167360,0,21
158138368,149296429,156841960,1167360,0,21
158138368,149641666,156841960,1167360,0,21
158138368,150794532,156841960,1167360,0,21
158138368,149443093,156841960,1167360,0,21
158138368,149641666,156841960,1167360,0,21
158138368,150381925,156841960,1167360,0,21
158138368,150794532,156841960,1167360,0,21
158138368,149641666,156841960,1167360,0,21
158138368,148076859,156841960,1167360,0,21
158138368,149059914,156841960,1167360,0,21
158138368,147143495,156841960,1167360,0,21
158138368,147862507,156841960,1167360,0,21
158138368,151503377,156841960,1167360,0,21
158138368,149443093,156841960,1167360,0,21
158138368,148058781,156841960,1167360,0,21
158138368,149059914,156841960,1167360,0,21
158138368,149571850,156841960,1167360,0,21
158138368,150949584,156841960,1167360,0,21
158138368,148076859,156841960,1167360,0,21
158138368,148334484,156841960,1167360,0,21
158138368,147143495,156841960,1167360,0,21
158138368,149571850,156841960,1167360,0,21
158138368,148334484,156841960,1167360,0,21
158138368,150381925,156841960,1167360,0,21
158138368,150949584,156841960,1167360,0,21
158138368,147862507,156841960,1167360,0,21
158138368,148746674,156841960,1167360,0,21
158138368,150381925,156841960,1167360,0,21
158138368,146609474,156841960,1167360,0,21
158138368,151503377,156841960,1167360,0,21
158138368,150620515,156841960,1167360,0,21
158138368,149571850,156841960,1167360,0,21
158138368,150794532,156841960,1167360,0,21
158138368,149119851,156841960,1167360,0,21
158138368,148058781,156841960,1167360,0,21
158138368,149641666,156841960,1167360,0,21
158138368,150620515,156841960,1167360,0,21
158138368,150794532,156841960,1167360,0,21
158138368,151503377,156842216,1167360,0,21
158138368,149375097,156842216,1167360,0,21
158138368,149059914,156842216,1167360,0,21
158138368,149443093,156842216,1167360,0,21
158138368,148058781,156842216,1167360,0,21
158138368,149641666,156842216,1167360,0,21
158138368,147143495,156842216,1167360,0,21
158138368,146609474,156842216,1167360,0,21
158138368,147862507,156842216,1167360,0,21
158138368,151503377,156842216,1167360,0,21
158138368,149571850,156842216,1167360,0,21
158138368,149375097,156842216,1167360,0,21
158138368,148334484,156842216,1167360,0,21
158138368,151503377,156842216,1167360,0,21
158138368,149672859,156842216,1167360,0,21
158138368,150620515,156842216,1167360,0,21
158138368,149641666,156842216,1167360,0,21
158138368,146609474,156842216,1167360,0,21
158138368,149059914,156842216,1167360,0,21
158138368,147862507,156842216,1167360,0,21
158138368,149119851,156842216,1167360,0,21
158138368,147235834,156842216,1167360,0,21
158138368,148076859,156842216,1167360,0,21
158138368,147862507,156842216,1167360,0,21
158138368,146609474,156842216,1167360,0,21
158138368,147235834,156842216,1167360,0,21
158138368,148746674,156842216,1167360,0,21
158138368,149672859,156842216,1167360,0,21
158138368,149443093,156842216,1167360,0,21
158138368,149059914,156842216,1167360,0,21
158138368,148058781,156842216,1167360,0,21
158138368,149059914,156842216,1167360,0,21
158138368,147143495,156842216,1167360,0,21
158138368,150794532,156842216,1167360,0,21
158138368,149119851,156842216,1167360,0,21
158138368,148058781,156842216,1167360,0,21
158138368,149119851,156842216,1167360,0,21
158138368,150620515,156842216,1167360,0,21
158138368,149296429,156842216,1167360,0,21
158138368,150949584,156842216,1167360,0,21
158138368,148058781,156842216,1167360,0,21
158138368,149571850,156842216,1167360,0,21
158138368,150794532,156842216,1167360,0,21
158138368,147862507,156842216,1167360,0,21
158138368,148746674,156842216,1167360,0,21
158138368,150949584,156842216,1167360,0,21
158138368,149119851,156842216,1167360,0,21
158138368,150794532,156842216,1167360,0,21
158138368,146609474,156842216,1167360,0,21
158138368,149571850,156842216,1167360,0,21
158138368,149296429,156842216,1167360,0,21
158138368,150381925,156842216,1167360,0,21
158138368,147143495,156842216,1167360,0,21
158138368,148076859,156842216,1167360,0,21
158138368,150949584,156842216,1167360,0,21
158138368,150620515,156842216,1167360,0,21
158138368,148746674,156842216,1167360,0,21
158138368,149059914,156842216,1167360,0,21
158138368,150620515,156842216,1167360,0,21
158138368,149059914,156842216,1167360,0,21
158138368,149571850,156842216,1167360,0,21
158138368,150794532,156842216,1167360,0,21
158138368,147143495,156842216,1167360,0,21
158138368,149375097,156842216,1167360,0,21
158138368,146609474,156842216,1167360,0,21
158138368,147235834,156842216,1167360,0,21
158138368,150949584,156842216,1167360,0,21
158138368,150381925,156842216,1167360,0,21
158138368,146609474,156842216,1167360,0,21
158138368,147862507,156842216,1167360,0,21
158138368,151503377,156842216,1167360,0,21
158138368,149443093,156842216,1167360,0,21
158138368,149059914,156842216,1167360,0,21
158138368,150794532,156842216,1167360,0,21
158138368,147235834,156842216,1167360,0,21
158138368,149119851,156842216,1167360,0,21
158138368,149443093,156842216,1167360,0,21
158138368,149571850,156842216,1167360,0,21
158138368,149672859,156842216,1167360,0,21
158138368,148334484,156842216,1167360,0,21
158138368,151503377,156842216,1167360,0,21
158138368,150620515,156842216,1167360,0,21
158138368,148746674,156842216,1167360,0,21
158138368,148058781,156842216,1167360,0,21
158138368,147235834,156842216,1167360,0,21
158138368,148746674,156842216,1167360,0,21
158138368,149296429,156842216,1167360,0,21
158138368,150620515,156842216,1167360,0,21
158138368,148076859,156842216,1167360,0,21
158138368,148334484,156842216,1167360,0,21
158138368,150949584,156842216,1167360,0,21
158138368,147235834,156842216,1167360,0,21
158138368,149375097,156842216,1167360,0,21
158138368,149059914,156842216,1167360,0,21
158138368,150949584,156842216,1167360,0,21
158138368,147143495,156842216,1167360,0,21
158138368,149443093,156842216,1167360,0,21
158138368,149571850,156842216,1167360,0,21
158138368,150620515,156842216,1167360,0,21
158138368,149641666,156842216,1167360,0,21
158138368,149672859,156842216,1167360,0,21
158138368,149641666,156842216,1167360,0,21
158138368,149672859,156842216,1167360,0,21
158138368,147143495,156842216,1167360,0,21
158138368,150794532,156842216,1167360,0,21
158138368,149119851,156842216,1167360,0,21
158138368,149375097,156842216,1167360,0,21
158138368,147143495,156842216,1167360,0,21
158138368,149443093,156842216,1167360,0,21
158138368,148058781,156842216,1167360,0,21
158138368,147143495,156842216,1167360,0,21
158138368,150620515,156842216,1167360,0,21
158138368,149375097,156842216,1167360,0,21
158138368,147862507,156842216,1167360,0,21
158138368,149571850,156842216,1167360,0,21
158138368,148058781,156842216,1167360,0,21
158138368,150949584,156842216,1167360,0,21
158138368,150794532,156842216,1167360,0,21
158138368,147143495,156842216,1167360,0,21
158138368,149443093,156842216,1167360,0,21
158138368,150620515,156842216,1167360,0,21
158138368,147862507,156842216,1167360,0,21
158138368,149059914,156842216,1167360,0,21
158138368,149571850,156842216,1167360,0,21
158138368,148058781,156842216,1167360,0,21
158138368,149641666,156842216,1167360,0,21
158138368,146609474,156842216,1167360,0,21
158138368,149059914,156842216,1167360,0,21
158138368,147143495,156842216,1167360,0,21
158138368,148076859,156842216,1167360,0,21
158138368,149641666,156842216,1167360,0,21
158138368,147862507,156842216,1167360,0,21
158138368,148746674,156842216,1167360,0,21
158138368,149296429,156842216,1167360,0,21
158138368,148334484,156842216,1167360,0,21
158138368,149375097,156842216,1167360,0,21
158138368,150794532,156842216,1167360,0,21
158138368,150381925,156842216,1167360,0,21
158138368,149296429,156842216,1167360,0,21
158138368,148058781,156842216,1167360,0,21
158138368,150620515,156842216,1167360,0,21
158138368,147235834,156842216,1167360,0,21
158138368,148746674,156842216,1167360,0,21
158138368,148334484,156842216,1167360,0,21
158138368,147862507,156842216,1167360,0,21
158138368,149641666,156842216,1167360,0,21
158138368,149672859,156842216,1167360,0,21
158138368,151503377,156842216,1167360,0,21
158138368,149672859,156842216,1167360,0,21
158138368,150620515,156842216,1167360,0,21
158138368,148334484,156842216,1167360,0,21
158138368,148076859,156842216,1167360,0,21
158138368,150381925,156842216,1167360,0,21
158138368,146609474,156842216,1167360,0,21
158138368,148334484,156842216,1167360,0,21
158138368,149119851,156842216,1167360,0,21
158138368,151503377,156842216,1167360,0,21
158138368,149443093,156842216,1167360,0,21
158138368,149059914,156842216,1167360,0,21
158138368,149375097,156842216,1167360,0,21
158138368,148746674,156842216,1167360,0,21
158138368,148334484,156842216,1167360,0,21
158138368,149641666,156842216,1167360,0,21
158138368,149119851,156842216,1167360,0,21
158138368,149296429,156842216,1167360,0,21
158138368,147862507,156842216,1167360,0,21
158138368,150620515,156842216,1167360,0,21
158138368,149375097,156842216,1167360,0,21
158138368,150949584,156842216,1167360,0,21
158138368,147235834,156842216,1167360,1167360,21
158138368,149571850,156842216,1167360,1167360,21
158138368,150949584,156842216,1167360,1167360,21
158138368,148334484,156842216,1167360,1167360,21
158138368,147143495,156842216,1167360,1167360,21
158138368,150949584,156842216,1167360,1167360,21
158138368,150620515,156842216,1167360,1167360,21
158138368,149059914,156842216,1167360,1167360,21
158138368,146609474,156842216,1167360,1167360,21
158138368,149119851,156842216,1167360,1167360,21
158138368,147143495,156842216,1167360,1167360,21
158138368,149296429,156842216,1167360,1167360,21
158138368,151503377,156842216,1167360,1167360,21
158138368,150381925,156842216,1167360,1167360,21
158138368,149641666,156842216,1167360,1167360,21
158138368,147143495,156842216,1167360,1167360,21
158138368,148334484,156842216,1167360,1167360,21
158138368,149443093,156842216,1167360,1167360,21
158138368,149571850,156842216,1167360,1167360,21
158138368,149296429,156842216,1167360,1167360,21
158138368,147235834,156842216,1167360,1167360,21
158138368,150794532,156842216,1167360,1167360,21
158138368,151503377,156842216,1167360,1167360,21
158138368,150620515,156842216,1167360,1167360,21
158138368,149443093,156842216,1167360,1167360,21
158138368,149375097,156842216,1167360,1167360,21
158138368,149672859,156842216,1167360,1167360,21
158138368,149119851,156842216,1167360,1167360,21
158138368,150949584,156842216,1167360,1167360,21
158138368,149059914,156842216,1167360,1167360,21
158138368,147862507,156842216,1167360,1167360,21
158138368,150620515,156842216,1167360,1167360,21
158138368,149059914,156842216,1167360,1167360,21
158138368,149571850,156842216,1167360,1167360,21
158138368,150794532,156842216,1167360,1167360,21
158138368,148058781,156842216,1167360,1167360,21
158138368,149443093,156842216,1167360,1167360,21
158138368,150381925,156842216,1167360,1167360,21
158138368,148058781,156842216,1167360,1167360,21
158138368,150794532,156842216,1167360,1167360,21
158138368,151503377,156842216,1167360,1167360,21
158138368,150381925,156842216,1167360,1167360,21
158138368,148334484,156842216,1167360,1167360,21
